epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.007591428700834513,0.5002647042274475,0.00019999999494757503,0.7929576635360718,0.5001994371414185,0.4959350824356079,0.0006266666459850967,0.5015091300010681,0.726775586605072,0.5012274980545044,0.4197586476802826
1,0.005031428765505552,0.5005534887313843,0.00039999998989515007,0.6997135877609253,0.5005214214324951,0.4756895899772644,0.000286666676402092,0.5005351901054382,0.6953389644622803,0.5004180073738098,0.4589238166809082
2,0.005571428686380386,0.500295102596283,0.0006000000284984708,0.6958516240119934,0.5003587603569031,0.47568461298942566,0.006186666898429394,0.49996504187583923,0.7123880386352539,0.4999901354312897,0.5443239212036133
3,0.00393714290112257,0.5003364682197571,0.0007999999797903001,0.6959223747253418,0.5003029108047485,0.47354668378829956,1.3333333299669903e-05,0.5001856088638306,0.6964332461357117,0.5002878308296204,0.44051074981689453
4,0.004791428800672293,0.5003030896186829,0.0010000000474974513,0.6959030032157898,0.5003494620323181,0.4713374078273773,0.00018000000272877514,0.4999156594276428,0.6966239809989929,0.49977222084999084,0.4574369788169861
5,0.005100000184029341,0.5003253221511841,0.0010000000474974513,0.6946787238121033,0.5003140568733215,0.4621701240539551,0.0,0.5004609227180481,0.6941879391670227,0.5002385377883911,0.4775572419166565
6,0.0075442856177687645,0.5003982782363892,0.0009997269371524453,0.6941999793052673,0.5003529787063599,0.4664580821990967,0.02009333297610283,0.4999343454837799,0.6975455284118652,0.4998425245285034,0.5351119041442871
7,0.0029971429612487555,0.5003489851951599,0.0009989079553633928,0.694006621837616,0.5003710389137268,0.4594891369342804,0.0,0.5000823736190796,0.693513035774231,0.5002150535583496,0.4927702844142914
8,0.0032442857045680285,0.5004135370254517,0.0009975439170375466,0.6938867568969727,0.5003284215927124,0.459856778383255,0.0,0.500163197517395,0.6939642429351807,0.5003304481506348,0.4691827595233917
9,0.0010957142803817987,0.500349760055542,0.0009956364519894123,0.6937921047210693,0.5003236532211304,0.46582239866256714,0.0,0.5004052519798279,0.6936159133911133,0.5003500580787659,0.41446101665496826
10,0.005504285916686058,0.5004125237464905,0.000993187422864139,0.6937823295593262,0.5003907680511475,0.4533643126487732,0.0,0.5003295540809631,0.6932854056358337,0.5003746151924133,0.43794259428977966
11,0.002011428587138653,0.5003712177276611,0.0009901997400447726,0.6937594413757324,0.5004429221153259,0.45888590812683105,0.0,0.5004069209098816,0.6932182312011719,0.5003591179847717,0.4222886860370636
12,0.0029200001154094934,0.5003566145896912,0.000986676663160324,0.6936662793159485,0.5004025101661682,0.463807612657547,0.0041866665706038475,0.5004119277000427,0.6933125257492065,0.5005226135253906,0.4771856963634491
