epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.031192857772111893,0.5001874566078186,0.00039999998989515007,0.7185252904891968,0.5000298023223877,0.4929217994213104,0.0,0.49975359439849854,0.6933205723762512,0.4998326003551483,0.5625929832458496
1,0.027454284951090813,0.5000772476196289,0.0007999999797903001,0.6979871988296509,0.5000694394111633,0.48249122500419617,0.4456133246421814,0.5004221200942993,0.6931802034378052,0.4999758303165436,0.5002259612083435
2,0.027892857789993286,0.5002111792564392,0.0012000000569969416,0.6950659155845642,0.5001308917999268,0.4792606234550476,0.250873327255249,0.5001416206359863,0.6931857466697693,0.4998254179954529,0.5000754594802856
3,0.03397857025265694,0.5002279281616211,0.0015999999595806003,0.6940699815750122,0.5001552700996399,0.4771171808242798,0.007899999618530273,0.49998950958251953,0.6931664943695068,0.4995223879814148,0.43730074167251587
4,0.020392857491970062,0.5002011060714722,0.0020000000949949026,0.6933698058128357,0.5000993013381958,0.45803171396255493,0.0004866666567977518,0.5000904202461243,0.6931632161140442,0.49975094199180603,0.43750083446502686
5,0.01078999973833561,0.5002074241638184,0.0020000000949949026,0.6931686401367188,0.500167727470398,0.45284590125083923,0.0041866665706038475,0.5002400875091553,0.6931626200675964,0.4999487102031708,0.4064115285873413
6,0.028424285352230072,0.5003008246421814,0.001999453641474247,0.6931647658348083,0.5000892877578735,0.460185706615448,4.666666791308671e-05,0.5005543231964111,0.6931668519973755,0.4998013377189636,0.31253209710121155
7,0.018789999186992645,0.5002910494804382,0.0019978147465735674,0.6931661367416382,0.5001193284988403,0.46927326917648315,0.0,0.5001825094223022,0.6931570768356323,0.5,0.2813906967639923
8,0.02493142895400524,0.5003665685653687,0.001995085272938013,0.6931715607643127,0.5002145171165466,0.4604921042919159,0.00015999999595806003,0.5003370642662048,0.6931600570678711,0.5002255439758301,0.37535685300827026
9,0.03800428658723831,0.5004187226295471,0.001991268480196595,0.6931821703910828,0.5003896951675415,0.47121086716651917,0.00015999999595806003,0.4997575879096985,0.6931884288787842,0.4995388388633728,0.5940407514572144
10,0.02655571512877941,0.5002036690711975,0.001986368093639612,0.6931952834129333,0.5001260042190552,0.46862053871154785,0.0,0.5001955628395081,0.69318026304245,0.4995306730270386,0.6247256994247437
11,0.027160000056028366,0.5001261234283447,0.001980389701202512,0.6931973099708557,0.5000104904174805,0.4805101454257965,0.0,0.5001742839813232,0.6931809782981873,0.49981489777565,0.5313190221786499
12,0.021968571469187737,0.5002939701080322,0.0019733398221433163,0.6931974291801453,0.5002694129943848,0.478679358959198,0.0,0.4998873770236969,0.6931965351104736,0.49953514337539673,0.3436022102832794
13,0.03028428554534912,0.5002819299697876,0.00196522637270391,0.6932000517845154,0.500108003616333,0.4789268970489502,0.0,0.5001513957977295,0.6931813359260559,0.5000460147857666,0.6253702044487
14,0.029488570988178253,0.5000752806663513,0.001956057734787464,0.6931995153427124,0.49978551268577576,0.4827403128147125,0.0,0.5001276135444641,0.6931840777397156,0.49949055910110474,0.3748053312301636
15,0.02515428513288498,0.5002909898757935,0.0019458443857729435,0.6931977868080139,0.5001351237297058,0.4792691171169281,0.0,0.5002027153968811,0.6931763887405396,0.4998646676540375,0.3125717043876648
16,0.02831714227795601,0.5001742839813232,0.0019345971522852778,0.6931991577148438,0.4999917447566986,0.47896599769592285,0.0041866665706038475,0.5002037286758423,0.693185567855835,0.500403881072998,0.375490665435791
17,0.02385285682976246,0.5002219676971436,0.0019223286071792245,0.6931993365287781,0.5001137256622314,0.4774395525455475,0.0,0.5001287460327148,0.6931806802749634,0.49978959560394287,0.5000395774841309
18,0.022585714235901833,0.5003458261489868,0.0019090520218014717,0.6931968331336975,0.5002430081367493,0.47932830452919006,0.0004866666567977518,0.5001590847969055,0.6932080984115601,0.4998020827770233,0.5000520944595337
