epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
24,0.8182085752487183,0.9992506504058838,0.0018091124948114157,0.026045622304081917,0.9906726479530334,0.9907144904136658,0.5267733335494995,0.9927629232406616,0.10903933644294739,0.9683353304862976,0.9642408490180969
25,0.8280971646308899,0.9993125200271606,0.0017892459873110056,0.02442942187190056,0.9912822246551514,0.9913221001625061,0.7761933207511902,0.9953533411026001,0.08425391465425491,0.964182436466217,0.9835721850395203
26,0.835938572883606,0.9993542432785034,0.0017685169586911798,0.023293210193514824,0.9916921854019165,0.991748571395874,0.7303000092506409,0.9970601201057434,0.05856740102171898,0.9872317314147949,0.9744167923927307
27,0.8435257077217102,0.9993985891342163,0.0017469481099396944,0.022077320143580437,0.9921640157699585,0.9921931624412537,0.872646689414978,0.9965314269065857,0.06621081382036209,0.9864698648452759,0.9709680080413818
28,0.8547514081001282,0.9994447231292725,0.0017245629569515586,0.02076912485063076,0.9926121234893799,0.9926701188087463,0.9096933603286743,0.992979109287262,0.10929979383945465,0.9590772986412048,0.9772169589996338
29,0.8599428534507751,0.9994717240333557,0.0017013861797749996,0.019839098677039146,0.9929764866828918,0.9930586814880371,0.7493666410446167,0.9942763447761536,0.08677788823843002,0.9842885732650757,0.966253936290741
30,0.8671471476554871,0.9995030164718628,0.001677442924119532,0.018920937553048134,0.9933267831802368,0.9933980107307434,0.828980028629303,0.9957982301712036,0.07553239911794662,0.9711423516273499,0.9828751683235168
31,0.8747586011886597,0.9995397925376892,0.001652759499847889,0.017779245972633362,0.9937199354171753,0.9938051700592041,0.8189266920089722,0.9970479607582092,0.05783270671963692,0.9864553213119507,0.9762839674949646
32,0.8815014362335205,0.9995636940002441,0.0016273627988994122,0.01687738671898842,0.9940429329872131,0.9941253662109375,0.8787533044815063,0.9966057538986206,0.06348905712366104,0.9814870357513428,0.9790357947349548
33,0.8880485892295837,0.9995865821838379,0.0016012806445360184,0.01613059639930725,0.9943376183509827,0.9943925142288208,0.9093800187110901,0.9955553412437439,0.07799673825502396,0.9718277454376221,0.9828489422798157
34,0.8931371569633484,0.9996243715286255,0.0015745414420962334,0.015132306143641472,0.9947046041488647,0.9947512149810791,0.8333733081817627,0.9987502694129944,0.03180380538105965,0.9908085465431213,0.9885417819023132
35,0.8991957306861877,0.9996392130851746,0.0015471746446564794,0.014571689069271088,0.994888186454773,0.9949576258659363,0.8084800243377686,0.9970747232437134,0.057080190628767014,0.987200915813446,0.97770094871521
36,0.9053342938423157,0.9996583461761475,0.001519210054539144,0.01376870833337307,0.9952031373977661,0.9952651858329773,0.9009199738502502,0.9932445287704468,0.10792060941457748,0.9637011289596558,0.9842783808708191
37,0.9078071713447571,0.9996797442436218,0.001490678288973868,0.013043270446360111,0.9954572916030884,0.995503306388855,0.8219733238220215,0.997949481010437,0.04517446458339691,0.9885616898536682,0.9821406602859497
38,0.91377854347229,0.9996951222419739,0.0014616105472669005,0.012379583902657032,0.9956923127174377,0.99574214220047,0.6156399846076965,0.9970000982284546,0.056756824254989624,0.9852288365364075,0.9808070659637451
39,0.9168814420700073,0.9997218251228333,0.001432038494385779,0.011563790030777454,0.9959753751754761,0.9960579872131348,0.7524200081825256,0.9958462715148926,0.0701683983206749,0.9826396703720093,0.9792675375938416
40,0.9219671487808228,0.999727189540863,0.0014019946102052927,0.011096656322479248,0.9961766600608826,0.9962158799171448,0.9262933135032654,0.9978247880935669,0.04296034201979637,0.9864774942398071,0.9894355535507202
41,0.9259071350097656,0.9997476935386658,0.0013715116074308753,0.010621435940265656,0.9963175654411316,0.9963886141777039,0.9296799898147583,0.9975239038467407,0.04833518713712692,0.9912095665931702,0.9800425171852112
42,0.9296971559524536,0.9997563362121582,0.0013406230136752129,0.010064338333904743,0.996529757976532,0.9965676665306091,0.8304866552352905,0.9980497360229492,0.04193083569407463,0.990426778793335,0.9837297797203064
43,0.9335428476333618,0.9997791051864624,0.0013093624729663134,0.009221512824296951,0.9968271851539612,0.9968657493591309,0.8796866536140442,0.997700035572052,0.04626670107245445,0.9866278767585754,0.9860092401504517
44,0.9375900030136108,0.9997825026512146,0.001277764211408794,0.008999819867312908,0.9969071745872498,0.9969593286514282,0.9395666718482971,0.9981124401092529,0.039554499089717865,0.985858678817749,0.9914323687553406
45,0.9414414167404175,0.9998026490211487,0.0012458626879379153,0.008428833447396755,0.9971252679824829,0.9971650838851929,0.765613317489624,0.9978938698768616,0.04226887598633766,0.9871937036514282,0.9883887767791748
46,0.9449528455734253,0.9998130202293396,0.0012136929435655475,0.007895918563008308,0.9972977638244629,0.997331976890564,0.9332799911499023,0.9975893497467041,0.046380192041397095,0.983785092830658,0.9915928840637207
47,0.9473257064819336,0.9998265504837036,0.001181290135718882,0.007445740047842264,0.9974676966667175,0.9974983334541321,0.9832666516304016,0.9980124235153198,0.04021080583333969,0.9853509068489075,0.9918492436408997
48,0.9511571526527405,0.9998347163200378,0.0011486895382404327,0.0070341238752007484,0.9975975155830383,0.9976488351821899,0.8537533283233643,0.998250424861908,0.035214975476264954,0.9947780966758728,0.9845852255821228
49,0.9534156918525696,0.9998452067375183,0.0011159268906340003,0.006577813066542149,0.9977655410766602,0.9977972507476807,0.9080399870872498,0.998209536075592,0.03430594131350517,0.990196704864502,0.9913269281387329
50,0.9552857279777527,0.9998529553413391,0.0010830380488187075,0.0063041215762495995,0.9978535175323486,0.9979066252708435,0.948306679725647,0.9993911981582642,0.016024257987737656,0.9962278604507446,0.9941741824150085
51,0.9585814476013184,0.999866783618927,0.0010500589851289988,0.005664909724146128,0.9980917572975159,0.9981173276901245,0.9615799784660339,0.9993760585784912,0.017035173252224922,0.9932464361190796,0.9966549873352051
52,0.9614914059638977,0.999870777130127,0.0010170256718993187,0.00558080431073904,0.9981061816215515,0.9981570839881897,0.9646733403205872,0.9992997050285339,0.01811434142291546,0.9937973618507385,0.9954789876937866
53,0.9640985727310181,0.9998851418495178,0.0009839743142947555,0.004977904260158539,0.9983312487602234,0.9983590841293335,0.9594133496284485,0.9989575147628784,0.02451741136610508,0.9893019795417786,0.9968021512031555
54,0.9661814570426941,0.9998864531517029,0.0009509410592727363,0.004825524054467678,0.9983887076377869,0.9984264969825745,0.9763399958610535,0.9994015693664551,0.015329915098845959,0.99417644739151,0.9970597624778748
55,0.9680414199829102,0.9998990297317505,0.0009179619373753667,0.004369433503597975,0.9985483288764954,0.998562753200531,0.9857733249664307,0.998968243598938,0.02372104674577713,0.993956983089447,0.9924474954605103
56,0.9698971509933472,0.9999018311500549,0.0008850730955600739,0.004176024347543716,0.9985980987548828,0.9986515045166016,0.9637133479118347,0.9991339445114136,0.020016806200146675,0.9966027140617371,0.9916583299636841
57,0.9723785519599915,0.9999179840087891,0.0008523105061613023,0.0036887817550450563,0.9987543821334839,0.9987940788269043,0.9379733204841614,0.9996020793914795,0.010917166247963905,0.9979641437530518,0.9958045482635498
58,0.974254310131073,0.9999150037765503,0.000819709908682853,0.0035797087475657463,0.9988203644752502,0.9988518357276917,0.9458400011062622,0.9994824528694153,0.012510696426033974,0.9959902167320251,0.9971706867218018
59,0.9761142730712891,0.9999275803565979,0.0007873070426285267,0.0031830703373998404,0.9989498853683472,0.9989622235298157,0.9702066779136658,0.9994650483131409,0.013731020502746105,0.9950317740440369,0.9973070025444031
60,0.9779999852180481,0.9999314546585083,0.0007551372400484979,0.003015499096363783,0.998996376991272,0.9990215301513672,0.9754066467285156,0.9995593428611755,0.011440609581768513,0.9954019784927368,0.9984017014503479
61,0.9794142842292786,0.9999392628669739,0.0007232357747852802,0.0027034603990614414,0.9991151094436646,0.999140202999115,0.9728133082389832,0.999723494052887,0.007455870974808931,0.9981203675270081,0.997942328453064
62,0.9811471700668335,0.9999409914016724,0.0006916375132277608,0.002532914513722062,0.9991695284843445,0.9992076754570007,0.9826133251190186,0.9996823072433472,0.008437000215053558,0.9979755282402039,0.9974920749664307
63,0.9817171692848206,0.9999446868896484,0.0006603769725188613,0.002353101968765259,0.9992380142211914,0.9992660284042358,0.9828466773033142,0.9997592568397522,0.006469088606536388,0.9974337220191956,0.9992212653160095
64,0.9838100075721741,0.9999579787254333,0.0006294883787631989,0.0019796136766672134,0.9993529319763184,0.9993810653686523,0.9938733577728271,0.9995854496955872,0.010241875424981117,0.9965350031852722,0.9979931712150574
65,0.9850299954414368,0.999955952167511,0.0005990054341964424,0.0020062969997525215,0.9993525743484497,0.999376654624939,0.9790933132171631,0.9998091459274292,0.005065008066594601,0.9988663792610168,0.9987664818763733
66,0.9866828322410583,0.9999637007713318,0.0005689615500159562,0.0016123985406011343,0.9994850754737854,0.9995103478431702,0.9905200004577637,0.9995520114898682,0.010489905253052711,0.9954774379730225,0.9992684125900269
67,0.9870971441268921,0.9999635815620422,0.0005393894971348345,0.0015952751273289323,0.9994907975196838,0.9995060563087463,0.9920200109481812,0.9997202754020691,0.006699716206640005,0.9978027939796448,0.9990153312683105
68,0.9882957339286804,0.9999676942825317,0.0005103216972202063,0.0013739957939833403,0.9995700120925903,0.9995915293693542,0.985206663608551,0.9996412992477417,0.008362255990505219,0.9964643716812134,0.9994809627532959
69,0.9893485903739929,0.9999716877937317,0.00048178990255109966,0.0012487007770687342,0.999614417552948,0.9996323585510254,0.9959666728973389,0.9998469948768616,0.003324424847960472,0.9995850920677185,0.9993259310722351
70,0.9899657368659973,0.9999739527702332,0.00045382531243376434,0.0011311115231364965,0.9996512532234192,0.9996805787086487,0.9962533116340637,0.9997316598892212,0.0059257252141833305,0.9980567097663879,0.9994313716888428
71,0.9909671545028687,0.9999765753746033,0.00042645851499401033,0.0009852227522060275,0.9997001886367798,0.9997234344482422,0.9980066418647766,0.9998025894165039,0.0044408030807971954,0.9993572235107422,0.998768150806427
72,0.9917042851448059,0.9999785423278809,0.0003997193998657167,0.0008949481416493654,0.9997345209121704,0.9997539520263672,0.9866600036621094,0.999845564365387,0.0032860967330634594,0.9992661476135254,0.9996014833450317
73,0.9925471544265747,0.9999811053276062,0.00037363721639849246,0.0007673585787415504,0.9997788667678833,0.9998012781143188,0.9943400025367737,0.9998427629470825,0.0032968036830425262,0.9992786645889282,0.9996489882469177
74,0.9924957156181335,0.9999821782112122,0.0003482405445538461,0.0006942958571016788,0.9998037219047546,0.9998263120651245,0.9915066957473755,0.9998500347137451,0.002898690290749073,0.9993870258331299,0.9998049139976501
75,0.9936814308166504,0.9999842047691345,0.00032355706207454205,0.0006013350794091821,0.9998394250869751,0.999860942363739,0.9942066669464111,0.9998352527618408,0.0033456007950007915,0.9991056323051453,0.9998190999031067
76,0.9943400025367737,0.9999845623970032,0.000299613835522905,0.0005456102080643177,0.9998579025268555,0.9998770952224731,0.9918866753578186,0.9998595714569092,0.002605198882520199,0.9996477961540222,0.9997286200523376
77,0.9953328371047974,0.9999850392341614,0.0002764370001386851,0.0004951152950525284,0.999874472618103,0.9998961687088013,0.9953466653823853,0.9998607039451599,0.0025513239670544863,0.999599039554596,0.9998403191566467
78,0.995654284954071,0.9999863505363464,0.00025405193446204066,0.0004472516302485019,0.9998897314071655,0.9999123811721802,0.9930733442306519,0.9998584985733032,0.0025370705407112837,0.9996586441993713,0.9998090863227844
79,0.9960657358169556,0.9999867081642151,0.00023248308571055532,0.00039389950688928366,0.9999123215675354,0.9999291896820068,0.9986133575439453,0.9998636245727539,0.002273846883326769,0.9997257590293884,0.9999074339866638
80,0.9962556958198547,0.9999866485595703,0.00021175405709072948,0.00036539239226840436,0.999917209148407,0.9999431371688843,0.9980199933052063,0.9998605251312256,0.002214726759120822,0.999761164188385,0.9999274611473083
81,0.9969457387924194,0.9999876022338867,0.00019188752048648894,0.000322801701258868,0.999932587146759,0.9999560713768005,0.9983866810798645,0.9998618364334106,0.0022106606047600508,0.9997711777687073,0.9999132752418518
82,0.9967271685600281,0.9999875426292419,0.0001729051728034392,0.0002967763284686953,0.9999436736106873,0.99996417760849,0.999239981174469,0.9998610615730286,0.002190620871260762,0.9997615814208984,0.9999291300773621
83,0.9975085854530334,0.9999879002571106,0.00015482779417652637,0.0002713015419431031,0.999953031539917,0.9999746084213257,0.9984400272369385,0.999862790107727,0.0021917286794632673,0.9997711777687073,0.9999324679374695
84,0.9975457191467285,0.9999877214431763,0.00013767514610663056,0.0002557895495556295,0.99996018409729,0.999979555606842,0.9986933469772339,0.9998636841773987,0.0021513307001441717,0.9997766017913818,0.9999345541000366
85,0.9973242878913879,0.9999875426292419,0.00012146598601248115,0.000248887314228341,0.9999620318412781,0.999981164932251,0.9994066953659058,0.9998639822006226,0.0021502275485545397,0.9997761845588684,0.9999303817749023
86,0.9980485439300537,0.9999881386756897,0.00010621803812682629,0.00022630399325862527,0.999968409538269,0.999988853931427,0.9985866546630859,0.9998629689216614,0.0021680446807295084,0.9997795224189758,0.9999303817749023
87,0.9981814026832581,0.9999880194664001,9.194797166856006e-05,0.00022320050629787147,0.9999691843986511,0.999990701675415,0.9994999766349792,0.9998646378517151,0.0021522967144846916,0.9997770190238953,0.9999291300773621
88,0.9985085725784302,0.9999879598617554,7.867138629080728e-05,0.0002162302698707208,0.9999716877937317,0.9999919533729553,0.99944669008255,0.9998641610145569,0.002140248427167535,0.9997778534889221,0.9999278783798218
89,0.9986157417297363,0.9999879002571106,6.640281935688108e-05,0.00020959209359716624,0.9999735951423645,0.9999942779541016,0.9995066523551941,0.9998631477355957,0.002159099793061614,0.9997761845588684,0.9999274611473083
90,0.9989328384399414,0.9999880194664001,5.5155665904749185e-05,0.00020529190078377724,0.9999744892120361,0.9999952912330627,0.9995933175086975,0.9998618960380554,0.00216223718598485,0.9997732639312744,0.9999282956123352
91,0.9988856911659241,0.9999880790710449,4.4942236854694784e-05,0.000201420858502388,0.9999752640724182,0.9999969005584717,0.9996266961097717,0.9998636245727539,0.002167060738429427,0.9997749328613281,0.9999262094497681
92,0.9992128610610962,0.9999880194664001,3.5773693525698036e-05,0.000199427580810152,0.9999756813049316,0.9999967813491821,0.9996066689491272,0.9998623132705688,0.002179067814722657,0.9997732639312744,0.9999274611473083
93,0.9991343021392822,0.9999879598617554,2.7660065825330094e-05,0.00019844050984829664,0.9999754428863525,0.9999974370002747,0.9996200203895569,0.9998629689216614,0.0021771537140011787,0.9997745156288147,0.9999262094497681
94,0.9992899894714355,0.9999879598617554,2.061022496491205e-05,0.00019753206288442016,0.9999763369560242,0.9999974966049194,0.9996466636657715,0.9998629689216614,0.0021801823750138283,0.9997745156288147,0.9999274611473083
95,0.9992442727088928,0.9999880194664001,1.4631877093052026e-05,0.00019644451094791293,0.9999762177467346,0.9999978542327881,0.9996399879455566,0.999862551689148,0.0021653911098837852,0.9997745156288147,0.9999274611473083
96,0.999358594417572,0.9999880790710449,9.731562386150472e-06,0.00019490759586915374,0.9999768733978271,0.9999985694885254,0.9996466636657715,0.999862551689148,0.0021752689499408007,0.9997745156288147,0.9999274611473083
97,0.9992685914039612,0.9999879002571106,5.914639132242883e-06,0.00019524723757058382,0.9999765157699585,0.9999982118606567,0.9996466636657715,0.9998627305030823,0.002174364635720849,0.9997745156288147,0.9999274611473083
98,0.9993485808372498,0.9999880790710449,3.1852796382736415e-06,0.00019466153753455728,0.9999767541885376,0.9999983906745911,0.9996466636657715,0.9998621344566345,0.0021757176145911217,0.9997745156288147,0.9999274611473083
99,0.9994500279426575,0.9999879598617554,1.546469320601318e-06,0.00019409770902711898,0.9999766945838928,0.9999985098838806,0.9996466636657715,0.9998621344566345,0.0021756344940513372,0.9997745156288147,0.9999274611473083
