epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.031055714935064316,0.5003219246864319,0.00039999998989515007,0.7117399573326111,0.5002318024635315,0.49696534872055054,0.0010400000028312206,0.5008655786514282,0.6935878992080688,0.5003371238708496,0.5503759980201721
0,0.03020000085234642,0.4999793767929077,0.00039999998989515007,0.7173225283622742,0.49989452958106995,0.49246475100517273,0.01724666729569435,0.5001353025436401,0.788960874080658,0.4996529519557953,0.5311468243598938
1,0.031614284962415695,0.5005737543106079,0.0007999999797903001,0.6932530403137207,0.5001897215843201,0.48735538125038147,0.0,0.49991488456726074,0.8874636292457581,0.49983108043670654,0.40764716267585754
2,0.02971428632736206,0.500418484210968,0.0012000000569969416,0.6932353377342224,0.500351071357727,0.48515674471855164,0.12434666603803635,0.5001891255378723,5.472350597381592,0.49996933341026306,0.46895572543144226
3,0.030519999563694,0.5003472566604614,0.0015999999595806003,0.693247377872467,0.5001513361930847,0.484406977891922,0.49924665689468384,0.5004593729972839,1.9147158861160278,0.5001477599143982,0.5629477500915527
4,0.027977142482995987,0.5003075003623962,0.0020000000949949026,0.6932312250137329,0.5000814199447632,0.4826439321041107,0.0,0.5002824068069458,3.2056894302368164,0.4997992515563965,0.5625554323196411
5,0.02103428542613983,0.5004337430000305,0.0020000000949949026,0.6931958198547363,0.5002853274345398,0.47950494289398193,0.12434666603803635,0.500503659248352,5.344336032867432,0.5003218054771423,0.46928632259368896
6,0.016921428963541985,0.5006263256072998,0.001999453641474247,0.6932077407836914,0.5003292560577393,0.4817360043525696,0.007899999618530273,0.5005732774734497,4.019410610198975,0.500075101852417,0.4690549373626709
7,0.027167143300175667,0.501905083656311,0.0019978147465735674,0.6931691765785217,0.5013135075569153,0.48155373334884644,0.49924665689468384,0.5002384185791016,5.697822093963623,0.49999016523361206,0.6565653681755066
0,0.032338570803403854,0.5003562569618225,0.00039999998989515007,0.7113180160522461,0.5002766847610474,0.4925050437450409,0.00015999999595806003,0.5002532005310059,1.3476934432983398,0.5000870823860168,0.5663014650344849
1,0.03335142880678177,0.5004823207855225,0.0007999999797903001,0.6933273077011108,0.5002745389938354,0.4900185763835907,0.00015999999595806003,0.5003321170806885,1.828365445137024,0.4999392628669739,0.5627130270004272
2,0.03191714361310005,0.5004421472549438,0.0012000000569969416,0.6932705640792847,0.5001615881919861,0.48623499274253845,0.046513333916664124,0.49967366456985474,2.065670967102051,0.4998486340045929,0.5313548445701599
3,0.025514286011457443,0.5003165602684021,0.0015999999595806003,0.6932671070098877,0.5002293586730957,0.4870067536830902,0.06124666705727577,0.49996399879455566,3.019801139831543,0.4996180534362793,0.7498019933700562
4,0.028912857174873352,0.5005255937576294,0.0020000000949949026,0.6932381987571716,0.5003242492675781,0.4827616512775421,0.49924665689468384,0.5001113414764404,6.551977634429932,0.49985742568969727,0.40633732080459595
5,0.028298571705818176,0.5016141533851624,0.0020000000949949026,0.6931850910186768,0.5010675191879272,0.4845062792301178,0.49924665689468384,0.499811589717865,5.392689228057861,0.4996281564235687,0.5623624324798584
6,0.03189000114798546,0.5023401975631714,0.001999453641474247,0.6931670308113098,0.5016345977783203,0.4830738604068756,0.030886666849255562,0.5003765821456909,4.40859317779541,0.49999165534973145,0.5627584457397461
7,0.03913428634405136,0.5043312311172485,0.0019978147465735674,0.6931332945823669,0.5031643509864807,0.4866374731063843,0.0,0.5001731514930725,2.6728880405426025,0.49985212087631226,0.5178264379501343
